Location,Index Year,Breakdown,Characteristic,Rank,z_rate,z_oppshare,z_startup_den,norm_rate,norm_opp,norm_density,year_CPS,OppShare_New_Entrp,Rate_New_Entrp,startup_index,year_BDS,startup_density,Composition_of_New_Entrp,rank_last_y,rank_diff,index_last_y,index_diff,Location_name,Category,OppShare_New_Entrp_web,Rate_New_Entrp_web,location_category,index_diff_text,dataset
5,1983,,,,,,2.85319,,,37.29774,1982,,,,1980,127.7,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,1984,,,,,,2.32556,,,41.03819,1983,,,,1981,121.59,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,2009,,,11,3.21101,-0.36592,0.31088,62.85714,27.01835,26.16669,2008,0.7856,0.0037,,2006,98.26,,11,0,1.22,-0.17,Arkansas,Small,7.856,370,the state of,basically no changes ,State Profile
5,1982,,,,,,4.69171,,,45.98732,1981,,,,1979,148.99001,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,1988,,,,,,2.48791,,,36.22518,1987,,,,1985,123.47,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,2005,,,15,0,-1.01955,0.16753,34.88372,23.90794,37.90245,2004,0.7622,0.003,,2002,96.6,,13,-2,-0.2,-0.08,Arkansas,Small,7.622,300,the state of,basically no changes ,State Profile
5,1997,,,,,,1.64767,,,49.55548,1996,,,,1994,113.74,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,2010,,,12,2.75229,-0.73184,-0.33333,62.96296,26.90005,27.61227,2009,0.7725,0.0036,,2007,90.8,,11,-1,1.05,-0.49,Arkansas,Small,7.725,360,the state of,a slight decrease,State Profile
5,2004,,,13,-0.45872,0.10615,-0.24093,41.17647,48.20762,37.54188,2003,0.8025,0.0029,,2001,91.87,,10,-3,0.82,-1.02,Arkansas,Small,8.025,290,the state of,a large decrease,State Profile
5,2006,,,10,3.66972,0.17598,0.00432,50,41.4193,34.98074,2005,0.805,0.0038,,2003,94.71,,15,5,-0.28,1.56,Arkansas,Small,8.05,380,the state of,a large increase,State Profile
5,1993,,,,,,0.81693,,,38.55854,1992,,,,1990,104.12,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,1998,,,,,,1.86183,,,51.08113,1997,,,,1995,116.22,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,2015,,,19,-2.29358,0.73184,-2.2133,19.44444,62.63108,24.01449,2014,0.8249,0.0025,,2012,69.03,,16,-3,-0.88,-0.38,Arkansas,Small,8.249,250,the state of,a slight decrease,State Profile
5,2007,,,12,5.04587,-1.31285,0.06563,58.53659,15.9403,27.96269,2006,0.7517,0.0041,,2004,95.42,,10,-2,1.28,-0.01,Arkansas,Small,7.517,410,the state of,basically no changes ,State Profile
5,1989,,,,,,2.16494,,,38.81562,1988,,,,1986,119.73,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,1995,,,,,,1.05268,,,53.10644,1994,,,,1992,106.85,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,1981,,,,,,4.78152,,,39.06586,1980,,,,1978,150.03,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,2000,,,15,1.37615,-0.33519,1.01295,42.5,45.33159,38.73479,1999,0.7867,0.0033,,1997,106.39,,15,0,0.98,-0.3,Arkansas,Small,7.867,330,the state of,a slight decrease,State Profile
5,1980,,,,,,7.17098,,,41.24818,1979,,,,1977,177.7,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,1991,,,,,,0.94387,,,39.78382,1990,,,,1988,105.59,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,2013,,,8,1.37615,0.86034,-2.21157,55.55555,62.98647,33.63079,2012,0.8295,0.0033,,2010,69.05,,10,2,-0.45,0.46,Arkansas,Small,8.295,330,the state of,a slight increase,State Profile
5,1992,,,,,,0.53972,,,31.18296,1991,,,,1989,100.91,,,,,,Arkansas,Small,,,the state of,.,State Profile
5,2014,,,16,-1.37615,0.73464,-2.01123,26.66667,52.1153,29.56038,2013,0.825,0.0027,,2011,71.37,,8,-8,0.01,-0.89,Arkansas,Small,8.25,270,the state of,a slight decrease,State Profile
5,2011,,,9,3.66972,-1.83799,-0.94991,61.53846,31.88924,28.71804,2010,0.7329,0.0038,,2008,83.66,,12,3,0.56,-0.27,Arkansas,Small,7.329,380,the state of,a slight decrease,State Profile
5,2008,,,11,3.66972,-0.23743,0.22884,70.96774,36.75958,28.54392,2007,0.7902,0.0038,,2005,97.31,,12,1,1.27,-0.05,Arkansas,Small,7.902,380,the state of,basically no changes ,State Profile
5,1987,,,,,,4.13212,,,41.88934,1986,,,,1984,142.50999,,,,,,Arkansas,Small,,,the state of,.,State Profile
6,1992,,,,,,2.55786,,,70.17542,1991,,,,1989,124.28,,,,,,California,Large,,,the state of,.,State Profile
6,2016,,,3,4.12844,-0.38547,-0.5924,100,49.69047,67.7457,2015,0.7849,0.0039,,2013,87.8,,4,1,0.85,0.2,California,Large,7.849,390,the state of,basically no changes ,State Profile
6,1999,,,8,2.29358,-1.67039,1.55527,64.28571,0,61.66805,1998,0.7389,0.0035,,1996,112.67,,,,,,California,Large,7.389,350,the state of,.,State Profile
6,1981,,,,,,7.10881,,,93.16871,1980,,,,1978,176.98,,,,,,California,Large,,,the state of,.,State Profile
6,2001,,,7,1.37615,-0.2905,1.42314,72,18.27188,64.35644,2000,0.7883,0.0033,,1998,111.14,,10,3,0.62,0.22,California,Large,7.883,330,the state of,basically no changes ,State Profile
6,1984,,,,,,4.49914,,,45.82283,1983,,,,1981,146.75999,,,,,,California,Large,,,the state of,.,State Profile
6,2017,,,1,5.50459,0.73464,-0.43869,100,72.33947,78.00146,2016,0.825,0.0042,,2014,89.58,,3,2,1.05,0.88,California,Large,8.25,420,the state of,a slight increase,State Profile
6,1988,,,,,,3.60449,,,51.34444,1987,,,,1985,136.39999,,,,,,California,Large,,,the state of,.,State Profile
6,1993,,,,,,2.39983,,,66.96841,1992,,,,1990,122.45,,,,,,California,Large,,,the state of,.,State Profile
6,1997,,,,,,1.13903,,,50.38556,1996,,,,1994,107.85,,,,,,California,Large,,,the state of,.,State Profile
6,1987,,,,,,3.59154,,,46.6428,1986,,,,1984,136.25,,,,,,California,Large,,,the state of,.,State Profile
6,2011,,,3,6.42202,-1.77095,0.5829,81.81818,54.80902,71.7487,2010,0.7353,0.0044,,2008,101.41,,4,1,1.92,-0.18,California,Large,7.353,440,the state of,basically no changes ,State Profile
6,1996,,,,,,0.8152,,,41.72309,1995,,,,1993,104.1,,,,,,California,Large,,,the state of,.,State Profile
6,1991,,,,,,2.5734,,,55.7001,1990,,,,1988,124.46,,,,,,California,Large,,,the state of,.,State Profile
6,1994,,,,,,1.96373,,,69.06108,1993,,,,1991,117.4,,,,,,California,Large,,,the state of,.,State Profile
6,1998,,,,,,1.32642,,,49.40476,1997,,,,1995,110.02,,,,,,California,Large,,,the state of,.,State Profile
6,2010,,,4,5.50459,-1.01397,1.25648,83.87097,48.5826,69.4909,2009,0.7624,0.0042,,2007,109.21,,4,0,2.06,-0.14,California,Large,7.624,420,the state of,basically no changes ,State Profile
6,1985,,,,,,3.87306,,,61.02182,1984,,,,1982,139.50999,,,,,,California,Large,,,the state of,.,State Profile
6,2000,,,10,1.83486,-1.44693,1.46632,79.16666,16.1231,55.6908,1999,0.7469,0.0034,,1997,111.64,,8,-2,0.73,-0.11,California,Large,7.469,340,the state of,basically no changes ,State Profile
6,1980,,,,,,9.00259,,,84.50769,1979,,,,1977,198.91,,,,,,California,Large,,,the state of,.,State Profile
6,2006,,,4,2.75229,-0.32961,1.39292,72,64.36526,60.38758,2005,0.7869,0.0036,,2003,110.79,,2,-2,1.73,-0.46,California,Large,7.869,360,the state of,a slight decrease,State Profile
6,2007,,,5,2.29358,-0.30447,1.34024,77.27273,42.35778,45.60302,2006,0.7878,0.0035,,2004,110.18,,4,-1,1.27,-0.16,California,Large,7.878,350,the state of,basically no changes ,State Profile
6,2008,,,4,2.75229,-0.15642,1.77461,82.6087,58.11456,56.33175,2007,0.7931,0.0036,,2005,115.21,,5,1,1.11,0.35,California,Large,7.931,360,the state of,a slight increase,State Profile
6,1983,,,,,,5.40415,,,72.16436,1982,,,,1980,157.24001,,,,,,California,Large,,,the state of,.,State Profile
6,1982,,,,,,6.38169,,,74.38541,1981,,,,1979,168.56,,,,,,California,Large,,,the state of,.,State Profile
6,2014,,,1,5.50459,-0.75419,-0.62953,100,64.97064,61.55636,2013,0.7717,0.0042,,2011,87.37,,2,1,1.42,-0.05,California,Large,7.717,420,the state of,basically no changes ,State Profile
6,2013,,,2,6.42202,-1.16201,-1.00345,100,76.57961,59.27419,2012,0.7571,0.0044,,2010,83.04,,2,0,1.48,-0.06,California,Large,7.571,440,the state of,basically no changes ,State Profile
6,2015,,,4,4.12844,-1.0838,-0.50864,100,34.7181,64.41296,2014,0.7599,0.0039,,2012,88.77,,1,-3,1.37,-0.52,California,Large,7.599,390,the state of,a slight decrease,State Profile
6,1990,,,,,,4.05699,,,60.64504,1989,,,,1987,141.64,,,,,,California,Large,,,the state of,.,State Profile
6,1995,,,,,,1.2772,,,50.66987,1994,,,,1992,109.45,,,,,,California,Large,,,the state of,.,State Profile
6,2009,,,4,4.58716,-0.6676,2.26598,77.41936,25.34965,69.22948,2008,0.7748,0.004,,2006,120.9,,4,0,1.46,0.6,California,Large,7.748,400,the state of,a slight increase,State Profile
6,2003,,,5,0.91743,0.67598,1.20121,64,41.23414,72.77323,2002,0.8229,0.0032,,2000,108.57,,8,3,0.67,0.26,California,Large,8.229,320,the state of,a slight increase,State Profile
6,2012,,,2,6.42202,-1.43575,-0.53454,100,73.97047,72.08354,2011,0.7473,0.0044,,2009,88.47,,3,1,1.74,-0.26,California,Large,7.473,440,the state of,a slight decrease,State Profile
6,2004,,,3,2.29358,-0.05307,1.09845,75,46.96132,70.72848,2003,0.7968,0.0035,,2001,107.38,,5,2,0.93,0.18,California,Large,7.968,350,the state of,basically no changes ,State Profile
6,1986,,,,,,2.79965,,,58.58363,1985,,,,1983,127.08,,,,,,California,Large,,,the state of,.,State Profile
6,2002,,,8,0.45872,0.31844,1.24439,68,35.90535,63.94112,2001,0.8101,0.0031,,1999,109.07,,7,-1,0.84,-0.17,California,Large,8.101,310,the state of,basically no changes ,State Profile
6,1989,,,,,,3.77288,,,64.46581,1988,,,,1986,138.35001,,,,,,California,Large,,,the state of,.,State Profile
6,2005,,,2,4.12844,-0.31006,1.35665,100,64.96278,64.06411,2004,0.7876,0.0039,,2002,110.37,,3,1,1.11,0.62,California,Large,7.876,390,the state of,a slight increase,State Profile
8,1986,,,,,,4.07686,,,81.96333,1985,,,,1983,141.87,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1992,,,,,,2.15199,,,60.80542,1991,,,,1989,119.58,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1995,,,,,,2.38687,,,72.74134,1994,,,,1992,122.3,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1981,,,,,,7.01123,,,91.61866,1980,,,,1978,175.85001,,,,,,Colorado,Large,,,the state of,.,State Profile
8,2008,,,2,3.66972,0.80726,2.08204,91.30435,78.69928,61.80951,2007,0.8276,0.0038,,2005,118.77,,2,0,2.37,-0.18,Colorado,Large,8.276,380,the state of,basically no changes ,State Profile
8,1996,,,,,,3.00604,,,84.66486,1995,,,,1993,129.47,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1997,,,,,,3.5285,,,98.87838,1996,,,,1994,135.52,,,,,,Colorado,Large,,,the state of,.,State Profile
8,2005,,,1,4.12844,0.17598,1.80829,100,73.59801,74.80994,2004,0.805,0.0039,,2002,115.6,,1,0,2.7,-0.66,Colorado,Large,8.05,390,the state of,a slight decrease,State Profile
8,2009,,,6,2.29358,0.15922,2.05354,61.29033,42.59907,65.09989,2008,0.8044,0.0035,,2006,118.44,,2,-4,2.19,-0.69,Colorado,Large,8.044,350,the state of,a slight decrease,State Profile
8,1990,,,,,,3.92746,,,58.00141,1989,,,,1987,140.14,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1988,,,,,,4.80052,,,72.14963,1987,,,,1985,150.25,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1985,,,,,,5.35751,,,83.4836,1984,,,,1982,156.7,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1987,,,,,,5.35319,,,77.08147,1986,,,,1984,156.64999,,,,,,Colorado,Large,,,the state of,.,State Profile
8,2000,,,1,4.12844,0.37989,2.85579,100,46.16444,90.04913,1999,0.8123,0.0039,,1997,127.73,,1,0,3.43,-0.98,Colorado,Large,8.123,390,the state of,a slight decrease,State Profile
8,2007,,,2,4.58716,0.90782,1.60708,100,72.10418,49.91625,2006,0.8312,0.004,,2004,113.27,,1,-1,2.74,-0.37,Colorado,Large,8.312,400,the state of,a slight decrease,State Profile
8,2014,,,4,4.12844,-1.10894,-0.67703,87.5,60,60.39331,2013,0.759,0.0039,,2011,86.82,,1,-3,1.57,-0.79,Colorado,Large,7.59,390,the state of,a slight decrease,State Profile
8,2010,,,6,3.66972,-1.5,1.56995,70.96774,40.0782,76.2356,2009,0.745,0.0038,,2007,112.84,,6,0,1.5,-0.25,Colorado,Large,7.45,380,the state of,basically no changes ,State Profile
8,1984,,,,,,5.26166,,,52.76903,1983,,,,1981,155.59,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1991,,,,,,2.56218,,,55.46523,1990,,,,1988,124.33,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1994,,,,,,2.54404,,,80.9213,1993,,,,1991,124.12,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1980,,,,,,9.66148,,,93.2637,1979,,,,1977,206.53999,,,,,,Colorado,Large,,,the state of,.,State Profile
8,2011,,,5,5.50459,-1.71788,0.97582,75.75758,55.68339,81.74429,2010,0.7372,0.0042,,2008,105.96,,6,1,1.25,0.34,Colorado,Large,7.372,420,the state of,a slight increase,State Profile
8,1998,,,,,,3.35751,,,97.68061,1997,,,,1995,133.53999,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1993,,,,,,2.13731,,,61.35231,1992,,,,1990,119.41,,,,,,Colorado,Large,,,the state of,.,State Profile
8,2002,,,1,4.12844,2.69832,2.21071,100,79.73251,89.28653,2001,0.8953,0.0039,,1999,120.26,,1,0,2.99,0.02,Colorado,Large,8.953,390,the state of,basically no changes ,State Profile
8,2013,,,1,5.50459,-0.0838,-0.7038,92.30769,92.83909,67.04749,2012,0.7957,0.0042,,2010,86.51,,4,3,0.83,0.74,Colorado,Large,7.957,420,the state of,a slight increase,State Profile
8,2003,,,1,5.04587,2.6257,2.04059,100,81.48788,96.17237,2002,0.8927,0.0041,,2000,118.29,,1,0,3.01,0.23,Colorado,Large,8.927,410,the state of,basically no changes ,State Profile
8,1999,,,1,6.88073,0.55587,2.86788,100,40.64253,93.28202,1998,0.8186,0.0045,,1996,127.87,,,,,,Colorado,Large,8.186,450,the state of,.,State Profile
8,2017,,,5,2.29358,2.0419,-0.557,72,93.35429,74.67863,2016,0.8718,0.0035,,2014,88.21,,5,0,0.74,0.52,Colorado,Large,8.718,350,the state of,a slight increase,State Profile
8,2016,,,5,1.37615,1.45531,-0.61485,71.42857,76.88815,67.1402,2015,0.8508,0.0033,,2013,87.54,,2,-3,0.99,-0.25,Colorado,Large,8.508,330,the state of,basically no changes ,State Profile
8,2006,,,1,5.9633,0.53631,1.70553,100,81.62584,66.70741,2005,0.8179,0.0043,,2003,114.41,,1,0,2.04,0.7,Colorado,Large,8.179,430,the state of,a slight increase,State Profile
8,1983,,,,,,6.22798,,,83.20602,1982,,,,1980,166.78,,,,,,Colorado,Large,,,the state of,.,State Profile
8,1982,,,,,,7.61313,,,90.5404,1981,,,,1979,182.82001,,,,,,Colorado,Large,,,the state of,.,State Profile
8,2012,,,4,5.50459,-2.52235,-0.49914,92.30769,58.85781,73.06769,2011,0.7084,0.0042,,2009,88.88,,5,1,1.59,-0.76,Colorado,Large,7.084,420,the state of,a slight decrease,State Profile
8,2015,,,2,2.29358,1.40503,-0.74007,81.81818,78.78338,58.66065,2014,0.849,0.0035,,2012,86.09,,4,2,0.78,0.21,Colorado,Large,8.49,350,the state of,basically no changes ,State Profile
8,2001,,,1,4.58716,1.68436,2.69862,100,57.18217,99.17493,2000,0.859,0.004,,1998,125.91,,1,0,2.45,0.54,Colorado,Large,8.59,400,the state of,a slight increase,State Profile
8,2004,,,1,5.04587,1.21788,1.8247,100,69.81416,89.2936,2003,0.8423,0.0041,,2001,115.79,,1,0,3.24,-0.54,Colorado,Large,8.423,410,the state of,a slight decrease,State Profile
8,1989,,,,,,4.06563,,,69.18791,1988,,,,1986,141.74001,,,,,,Colorado,Large,,,the state of,.,State Profile
9,1984,,,,,,0.65458,,,14.74385,1983,,,,1981,102.24,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,1994,,,,,,-1.14508,,,0,1993,,,,1991,81.4,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,1995,,,,,,-1.26511,,,0,1994,,,,1992,80.01,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,1982,,,,,,1.16321,,,4.84342,1981,,,,1979,108.13,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,1981,,,,,,1.94214,,,6.93766,1980,,,,1978,117.15,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,1983,,,,,,0.68826,,,7.68867,1982,,,,1980,102.63,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,2017,,,18,-1.37615,0.34916,-3.08981,28,43.34657,13.52674,2016,0.8112,0.0027,,2014,58.88,,22,4,-1.37,0,Connecticut,Small,8.112,270,the state of,basically no changes ,State Profile
9,2006,,,24,-3.66972,0,-1.99396,13.63636,38.49722,5.27599,2005,0.7987,0.0022,,2003,71.57,,25,1,-2.77,0.88,Connecticut,Small,7.987,220,the state of,a slight increase,State Profile
9,2010,,,23,-1.83486,-0.62849,-1.93437,25.92593,28.60433,0.66851,2009,0.7762,0.0026,,2007,72.26,,19,-4,-0.73,-0.74,Connecticut,Small,7.762,260,the state of,a slight decrease,State Profile
9,2000,,,25,-5.50459,-0.44134,-1.22971,5,43.67365,1.98132,1999,0.7829,0.0018,,1997,80.42,,24,-1,-1.41,-0.98,Connecticut,Small,7.829,180,the state of,a slight decrease,State Profile
9,1997,,,,,,-0.95164,,,0,1996,,,,1994,83.64,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,1993,,,,,,-0.33592,,,15.81189,1992,,,,1990,90.77,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,1998,,,,,,-0.73316,,,4.99923,1997,,,,1995,86.17,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,1985,,,,,,0.53886,,,11.09184,1984,,,,1982,100.9,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,1996,,,,,,-1.06131,,,1.66952,1995,,,,1993,82.37,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,2012,,,21,-0.45872,-1.67877,-2.89119,33.33333,30.82831,9.88484,2011,0.7386,0.0029,,2009,61.18,,20,-1,-1.45,-0.23,Connecticut,Small,7.386,290,the state of,basically no changes ,State Profile
9,2005,,,25,-5.04587,-1.77933,-1.49309,9.30233,11.13199,11.33067,2004,0.735,0.0019,,2002,77.37,,23,-2,-2.04,-0.73,Connecticut,Small,7.35,190,the state of,a slight decrease,State Profile
9,1999,,,24,-3.66972,0.6676,-1.21589,9.52381,58.92752,0,1998,0.8226,0.0022,,1996,80.58,,,,,,Connecticut,Small,8.226,220,the state of,.,State Profile
9,2011,,,20,-1.37615,-1.06704,-1.89206,19.23077,44.21617,10.94641,2010,0.7605,0.0027,,2008,72.75,,23,3,-1.47,0.02,Connecticut,Small,7.605,270,the state of,basically no changes ,State Profile
9,2002,,,22,-1.37615,0.09497,-1.5544,35.13514,37.93756,10.0594,2001,0.8021,0.0027,,1999,76.66,,24,2,-1.99,1.04,Connecticut,Small,8.021,270,the state of,a large increase,State Profile
9,2009,,,19,-1.37615,0.52514,-1.33506,34.28571,41.65137,0.08211,2008,0.8175,0.0027,,2006,79.2,,18,-1,-0.63,-0.1,Connecticut,Small,8.175,270,the state of,basically no changes ,State Profile
9,2004,,,23,-3.21101,-0.94693,-1.96287,23.52941,34.12995,8.50445,2003,0.7648,0.0023,,2001,71.93,,23,0,-1.53,-0.51,Connecticut,Small,7.648,230,the state of,a slight decrease,State Profile
9,1980,,,,,,3.81952,,,5.94068,1979,,,,1977,138.89,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,2003,,,23,-2.29358,-0.71788,-1.5734,30.76923,22.99539,7.98626,2002,0.773,0.0025,,2000,76.44,,22,-1,-0.95,-0.58,Connecticut,Small,7.73,250,the state of,a slight decrease,State Profile
9,2013,,,18,0,-0.82961,-3.11831,44.44444,37.39425,14.11043,2012,0.769,0.003,,2010,58.55,,21,3,-1.68,0.36,Connecticut,Small,7.69,300,the state of,a slight increase,State Profile
9,1986,,,,,,0.1304,,,5.49363,1985,,,,1983,96.17,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,1988,,,,,,1.34974,,,21.35605,1987,,,,1985,110.29,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,2015,,,20,-0.45872,-1.39385,-2.7228,30.55556,26.35844,11.44258,2014,0.7488,0.0029,,2012,63.13,,18,-2,-1.13,-0.4,Connecticut,Small,7.488,290,the state of,a slight decrease,State Profile
9,1990,,,,,,2.69689,,,46.93762,1989,,,,1987,125.89,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,2016,,,22,-0.45872,-0.99721,-2.65199,34.375,25.51229,22.84163,2015,0.763,0.0029,,2013,63.95,,20,-2,-1.53,0.16,Connecticut,Small,7.63,290,the state of,basically no changes ,State Profile
9,1991,,,,,,1.78152,,,56.69456,1990,,,,1988,115.29,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,2001,,,24,-4.12844,-0.80447,-1.04836,15.78947,39.16894,6.02326,2000,0.7699,0.0021,,1998,82.52,,25,1,-2.39,0.4,Connecticut,Small,7.699,210,the state of,a slight increase,State Profile
9,1989,,,,,,1.8152,,,33.579,1988,,,,1986,115.68,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,1987,,,,,,1.02418,,,6.13887,1986,,,,1984,106.52,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,2008,,,18,-1.37615,0.70391,-1.20725,35.48387,56.32985,5.67853,2007,0.8239,0.0027,,2005,80.68,,23,5,-1.12,0.49,Connecticut,Small,8.239,270,the state of,a slight increase,State Profile
9,1992,,,,,,0.93955,,,38.27766,1991,,,,1989,105.54,,,,,,Connecticut,Small,,,the state of,.,State Profile
9,2007,,,23,-1.83486,0.02514,-1.53886,21.95122,44.53732,1.30559,2006,0.7996,0.0026,,2004,76.84,,24,1,-1.89,0.77,Connecticut,Small,7.996,260,the state of,a slight increase,State Profile
9,2014,,,18,0.45872,-0.84078,-3.00691,40,25.89493,6.62423,2013,0.7686,0.0031,,2011,59.84,,18,0,-1.32,0.19,Connecticut,Small,7.686,310,the state of,basically no changes ,State Profile
10,1994,,,,,,0.95337,,,43.26152,1993,,,,1991,105.7,,,,,,Delaware,Small,,,the state of,.,State Profile
10,1995,,,,,,0.34715,,,36.94103,1994,,,,1992,98.68,,,,,,Delaware,Small,,,the state of,.,State Profile
10,1983,,,,,,0.80311,,,9.25947,1982,,,,1980,103.96,,,,,,Delaware,Small,,,the state of,.,State Profile
10,2015,,,14,-0.45872,1.0419,-1.7582,30.55556,67.92183,35.24399,2014,0.836,0.0029,,2012,74.3,,15,1,-0.47,0.08,Delaware,Small,8.36,290,the state of,basically no changes ,State Profile
10,1998,,,,,,1.01295,,,36.00675,1997,,,,1995,106.39,,,,,,Delaware,Small,,,the state of,.,State Profile
10,2003,,,18,-5.9633,3.75978,1.06995,10.25641,96.86636,51.7962,2002,0.9333,0.0017,,2000,107.05,,20,2,-0.47,0.09,Delaware,Small,9.333,170,the state of,basically no changes ,State Profile
10,2009,,,25,-6.42202,0.54469,-0.22625,2.85714,41.97248,17.6543,2008,0.8182,0.0016,,2006,92.04,,25,0,-2.23,0.2,Delaware,Small,8.182,160,the state of,basically no changes ,State Profile
10,1997,,,,,,0.981,,,36.84557,1996,,,,1994,106.02,,,,,,Delaware,Small,,,the state of,.,State Profile
10,2012,,,18,-1.83486,-0.14804,-1.98446,19.04762,60.88865,30.03839,2011,0.7934,0.0026,,2009,71.68,,23,5,-1.7,0.38,Delaware,Small,7.934,260,the state of,a slight increase,State Profile
10,2004,,,19,-6.88073,3.98045,-0.28152,0,100,36.85744,2003,0.9412,0.0015,,2001,91.4,,18,-1,-0.38,-0.68,Delaware,Small,9.412,150,the state of,a slight decrease,State Profile
10,1996,,,,,,0.54404,,,36.93797,1995,,,,1993,100.96,,,,,,Delaware,Small,,,the state of,.,State Profile
10,2002,,,20,-5.9633,3.75978,0.80743,8.10811,100,44.62278,2001,0.9333,0.0017,,1999,104.01,,20,0,-0.33,-0.14,Delaware,Small,9.333,170,the state of,basically no changes ,State Profile
10,1989,,,,,,2.38256,,,42.07396,1988,,,,1986,122.25,,,,,,Delaware,Small,,,the state of,.,State Profile
10,1987,,,,,,2.03713,,,17.79081,1986,,,,1984,118.25,,,,,,Delaware,Small,,,the state of,.,State Profile
10,2005,,,22,-6.88073,2.81564,-0.2867,0,88.39831,30.63424,2004,0.8995,0.0015,,2002,91.34,,19,-3,-1.06,-0.39,Delaware,Small,8.995,150,the state of,a slight decrease,State Profile
10,2013,,,13,-2.29358,1.57542,-2.43092,25.92592,73.81557,28.90872,2012,0.8551,0.0025,,2010,66.51,,18,5,-1.32,0.27,Delaware,Small,8.551,250,the state of,a slight increase,State Profile
10,1993,,,,,,1.55786,,,53.17772,1992,,,,1990,112.7,,,,,,Delaware,Small,,,the state of,.,State Profile
10,2000,,,21,-5.9633,3.16481,0.51382,2.5,100,30.55478,1999,0.912,0.0017,,1997,100.61,,21,0,-0.62,-0.14,Delaware,Small,9.12,170,the state of,basically no changes ,State Profile
10,1984,,,,,,0.52677,,,12.73271,1983,,,,1981,100.76,,,,,,Delaware,Small,,,the state of,.,State Profile
10,2006,,,25,-6.42202,0.40503,0.02418,0,45.22263,35.276,2005,0.8132,0.0016,,2003,94.94,,22,-3,-1.45,-0.55,Delaware,Small,8.132,160,the state of,a slight decrease,State Profile
10,1985,,,,,,0.78497,,,14,1984,,,,1982,103.75,,,,,,Delaware,Small,,,the state of,.,State Profile
10,2007,,,25,-5.9633,-2.05866,-0.22107,0,0,23.19942,2006,0.725,0.0017,,2004,92.1,,25,0,-2,-0.75,Delaware,Small,7.25,170,the state of,a slight decrease,State Profile
10,1988,,,,,,2.01036,,,29.98646,1987,,,,1985,117.94,,,,,,Delaware,Small,,,the state of,.,State Profile
10,2017,,,20,-4.58716,1.73743,-1.52504,0,68.02383,45.19399,2016,0.8609,0.002,,2014,77,,16,-4,-0.97,-0.49,Delaware,Small,8.609,200,the state of,a slight decrease,State Profile
10,1982,,,,,,1.79965,,,12.26463,1981,,,,1979,115.5,,,,,,Delaware,Small,,,the state of,.,State Profile
10,1990,,,,,,2.71244,,,47.19164,1989,,,,1987,126.07,,,,,,Delaware,Small,,,the state of,.,State Profile
10,2008,,,25,-6.42202,0.17319,-0.43264,0,45.29617,18.01182,2007,0.8049,0.0016,,2005,89.65,,25,0,-2.75,0.52,Delaware,Small,8.049,160,the state of,a slight increase,State Profile
10,2010,,,24,-5.04587,1.13129,-1.00691,0,57.62321,16.2767,2009,0.8392,0.0019,,2007,83,,25,1,-2.03,0.39,Delaware,Small,8.392,190,the state of,a slight increase,State Profile
10,1991,,,,,,1.54663,,,51.95258,1990,,,,1988,112.57,,,,,,Delaware,Small,,,the state of,.,State Profile
